SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,February-22-2017,Condo/Co-op,650 Delancey St #415,San Francisco,CA,94107,1675000,2,2.0,South Beach,1514,,1996,11,1106,567,Sold,,,http://www.redfin.com/CA/San-Francisco/650-Delancey-St-94107/unit-415/home/12396322,San Francisco MLS,453652,N,Y,37.7827982,-122.3897154
PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit B,San Francisco,CA,94110,1760000,2,2.5,Bernal Heights,1790,,2016,10,983,250,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-B/home/112919057,San Francisco MLS,453654,N,Y,37.7334306,-122.4170088
PAST SALE,February-10-2017,Condo/Co-op,1 Hawthorne St Unit 10F,San Francisco,CA,94105,1760000,2,2.0,Yerba Buena,1383,,2010,23,1273,770,Sold,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-10F/home/40138284,San Francisco MLS,453340,N,Y,37.78577,-122.3988537
PAST SALE,February-14-2017,Multi-Family (2-4 Unit),218-220 Castro St,San Francisco,CA,94114,1860000,4,2.0,Duboce Triangle,3030,2374,1927,19,614,,Sold,,,http://www.redfin.com/CA/San-Francisco/220-Castro-St-94114/home/1992915,San Francisco MLS,453143,N,Y,37.7653834,-122.4356163
PAST SALE,February-15-2017,Single Family Residential,478 Gates St,SAN FRANCISCO,CA,94110,1025000,3,1.0,SAN FRANCISCO,1150,1751,1906,18,891,,Sold,,,http://www.redfin.com/CA/San-Francisco/478-Gates-St-94110/home/1950786,MLSListings,ML81634468,N,Y,37.7373764,-122.4142494
PAST SALE,February-13-2017,Single Family Residential,187 Robinhood Dr,San Francisco,CA,94127,1575000,3,2.5,Sherwood Forest,,,1952,20,,,Sold,,,http://www.redfin.com/CA/San-Francisco/187-Robinhood-Dr-94127/home/2000672,San Francisco MLS,453165,N,Y,37.736733,-122.454492
PAST SALE,February-22-2017,Condo/Co-op,8100 Oceanview Ter #305,San Francisco,CA,94132,570000,1,1.0,Ingleside Heights,669,,2002,11,852,400,Sold,,,http://www.redfin.com/CA/San-Francisco/8100-Ocean-View-Ter-94132/unit-305/home/1400514,San Francisco MLS,453385,N,Y,37.7104999,-122.4677749
PAST SALE,February-8-2017,Condo/Co-op,250 Clara St #2,San Francisco,CA,94107,830000,1,1.5,South of Market,1070,,2001,25,776,364,Sold,,,http://www.redfin.com/CA/San-Francisco/250-Clara-St-94107/unit-2/home/12397865,San Francisco MLS,453392,N,Y,37.7787818,-122.403552
PAST SALE,February-16-2017,Condo/Co-op,601 Van Ness Ave #1132,San Francisco,CA,94102,640000,1,1.0,Van Ness/Civic Center,682,,1982,17,938,743,Sold,,,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-1132/home/576377,San Francisco MLS,452436,N,Y,37.7815203,-122.4206809
PAST SALE,February-17-2017,Condo/Co-op,465 10th St #206,San Francisco,CA,94103,1220000,2,2.0,South of Market,1609,,1924,16,758,878,Sold,,,http://www.redfin.com/CA/San-Francisco/465-10th-St-94103/unit-206/home/12397091,San Francisco MLS,453241,N,Y,37.7708827,-122.4099833
PAST SALE,February-17-2017,Condo/Co-op,440 Locust St,San Francisco,CA,94118,1625000,2,2.5,Presidio Heights,1396,,2001,16,1164,624,Sold,,,http://www.redfin.com/CA/San-Francisco/440-Locust-St-94118/home/2022857,San Francisco MLS,453532,N,Y,37.787112,-122.451497
PAST SALE,March-2-2017,Condo/Co-op,1160 Mission St #1502,San Francisco,CA,94103,863000,1,1.0,South of Market,764,,2008,3,1130,673,Sold,,,http://www.redfin.com/CA/San-Francisco/1160-Mission-St-94103/unit-1502/home/17305223,San Francisco MLS,453545,N,Y,37.7783901,-122.412238
PAST SALE,February-9-2017,Single Family Residential,727 Andover St,San Francisco,CA,94110,855000,2,1.0,Bernal Heights,880,1751,1905,24,972,,Sold,,,http://www.redfin.com/CA/San-Francisco/727-Andover-St-94110/home/1141022,San Francisco MLS,453259,N,Y,37.7340889,-122.4166989
PAST SALE,February-28-2017,Single Family Residential,579 19th Ave,San Francisco,CA,94121,1400000,3,2.0,Central Richmond,1840,2996,1919,5,761,,Sold,,,http://www.redfin.com/CA/San-Francisco/579-19th-Ave-94121/home/1943090,San Francisco MLS,453263,N,Y,37.7770045,-122.4783214
PAST SALE,February-8-2017,Condo/Co-op,2850 Balboa St,San Francisco,CA,94121,445000,0,1.0,Central Richmond,412,,1939,25,1080,86,Sold,,,http://www.redfin.com/CA/San-Francisco/2850-Balboa-St-94121/home/40142501,San Francisco MLS,451764,N,Y,37.776238,-122.489649
PAST SALE,February-14-2017,Single Family Residential,409 Nevada St,San Francisco,CA,94110,850000,1,1.0,Bernal Heights,950,1751,1940,19,895,,Sold,,,http://www.redfin.com/CA/San-Francisco/409-Nevada-St-94110/home/765714,San Francisco MLS,453304,N,Y,37.736773,-122.411445
PAST SALE,February-10-2017,Condo/Co-op,1080 Sutter St #1002,San Francisco,CA,94109,1275000,2,2.0,Downtown,1282,,2014,23,995,719,Sold,,,http://www.redfin.com/CA/San-Francisco/1080-Sutter-St-94109/unit-1002/home/52861698,San Francisco MLS,453237,N,Y,37.7881792,-122.4179624
PAST SALE,February-23-2017,Condo/Co-op,784 Andover St Unit A,San Francisco,CA,94110,1760000,2,2.0,Bernal Heights,1245,,2016,10,1414,,Sold,,,http://www.redfin.com/CA/San-Francisco/784-Andover-St-94110/unit-A/home/112915127,San Francisco MLS,453646,N,Y,37.7334306,-122.4170088
PAST SALE,February-3-2017,Single Family Residential,263 Lakeshore Dr,SAN FRANCISCO,CA,94132,1900000,4,3.0,SAN FRANCISCO,1905,3136,1955,30,997,,Sold,,,http://www.redfin.com/CA/San-Francisco/263-Lakeshore-Dr-94132/home/1951690,MLSListings,ML81635503,N,Y,37.7307569,-122.497371
PAST SALE,February-7-2017,Single Family Residential,486 Edinburgh St,San Francisco,CA,94112,863000,2,1.0,Excelsior,1125,2500,1922,26,767,,Sold,,,http://www.redfin.com/CA/San-Francisco/486-Edinburgh-St-94112/home/1752385,San Francisco MLS,453520,N,Y,37.721576,-122.432092
PAST SALE,February-6-2017,Townhouse,10 Southard Pl #1,San Francisco,CA,94109,3595000,3,2.5,Russian Hill,2161,,1982,27,1664,592,Sold,,,http://www.redfin.com/CA/San-Francisco/10-Southard-Pl-94109/unit-1/home/538505,San Francisco MLS,453153,N,Y,37.8013666,-122.4190122
